question	answers
Some students arranged picnic. The budget was Rs. 240. Because four students of the group failed to go, the cost to each student was increased by Rs.5. How many students went for the picnic?	"Rationale: Let the original number of students who were supposed to go for the picnic be x. 
So, the cost per student = Rs. 240/x
After 4 students failed to go, the new number of students who went for the picnic is x-4.
The new cost per student = Rs. 240/(x-4)
According to the given information, the new cost per student increased by Rs. 5:
Rs. 240/x + 5 = Rs. 240/(x-4)

Solving this equation:
240/x + 5 = 240/(x-4)
=> (240 + 5x)/x = 240/(x-4)
=> (240 + 5x)(x - 4) = 240 * x
=> (1200 -960/x) =120*x
=> x^2 -16*x -960=0
=> x^2 -40*x+24*x -960=0
=> x(x-40)+24(x-40)=0
=>(x+24)(x-40)=0

Therefore, either x=-24 or x=40.
Since we cannot have a negative number of students, 
the original number of students who were supposed"
A family of 2 parents and 2 children is waiting in line to order at a fast-food restaurant. Joey, the younger child, has a tendency to cause mischief when he is not watched carefully. Because of this, the father wants to keep Joey ahead of him in line at all times. How many different ways can the family arrange themselves in line, such that the father is able to watch Joey?	"Rationale: Since the father wants to keep Joey ahead of him in line at all times, there are only two possible arrangements for the family:
1. J (Joey), F (Father), M (Mother), C (Child)
2. J, M, F, C

Therefore, there are 2 different ways the family can arrange themselves in line.

Answer: A) 6"
A certain straight corridor has four doors, A, B, C and D (in that order) leading off from the same side. How far apart are doors B and C? The distance between doors B and D is 10 meters. The distance between A and C is 12 meters.	"Rationale: Since the distance between doors B and D is 10 meters, and the distance between A and C is 12 meters, we can find the total distance between B and C by subtracting the distance between A and C from the distance between B and D. 

Answer: D) 2

Explanation: 
Distance between B and D = 10 meters
Distance between A and C = 12 meters

Therefore, Distance between B and C = (Distance between B and D) - (Distance between A and C)
= 10 - 12
= -2

The negative sign indicates that doors B and C are actually 2 meters closer to each other than doors B and D. So, the correct answer is option D) 2."
You are buying pumpkins at a local farmer's market and are paying for the pumpkins by weight. Your container weighs 30 pounds. The pumpkins plus the container weighs 90 pounds. If you bought 10 pumpkins, how much was the average weight of your pumpkins?	"Rationale: Let x be the average weight of each pumpkin. Since the container weighs 30 pounds and the total weight of pumpkins plus container is 90 pounds, we can set up the equation:

10x + 30 = 90
10x = 60
x = 6

Answer: D) 6 pounds"
Preston's Health Foods makes a mixed nut blend that contains 26% cashews. Simon, one of the workers at the plant, has 9 kilograms of nuts that are 30% cashews. He also has a large supply of mixed nuts that contain 22% cashews. How many kilograms of the 22% cashew mix does Simon need to add to the 30% cashew mix to obtain a mix that is 26% cashews?	"Rationale: 
Let x be the amount of 22% cashew mix Simon needs to add.

The total weight of the final mixture will be 9 + x kilograms.

To find the amount of cashews in the final mixture, we can set up an equation based on the percentages:
0.30(9) + 0.22x = 0.26(9 + x)
2.7 + 0.22x = 2.34 + 0.26x
0.04x = 0.36
x = 9

Answer: D)23kg"
A builder has to pour a concrete slab 12 centimeters thick to cover an area 10 meters long and 2 meters wide. How many cubic meters of concrete will the builder need?	"Rationale: To find the volume of concrete needed, we first need to calculate the volume of the slab. The formula for calculating the volume of a rectangular prism (which represents the slab) is length x width x height.

Given:
Length = 10 meters
Width = 2 meters
Height (thickness) = 12 centimeters = 0.12 meters

Volume = Length x Width x Height
Volume = 10m x 2m x 0.12m
Volume = 2 cubic meters

Answer: A)1.4 cubic meter"
A man buys a watch for Rs. 1950 in cash and sells it for Rs. 2200 on credit of 1 year. If the rate of interest is 10% per annum, the man:	"Rationale: 
The man bought the watch for Rs. 1950 and sold it for Rs. 2200 after one year on credit, which means he will receive the payment after one year. This forms a case of simple interest where the principal amount is Rs. 1950, time is 1 year, and the rate of interest is 10%.

Using the formula for simple interest: 
Simple Interest = (Principal * Rate * Time) / 100
Simple Interest = (1950 * 10 * 1) / 100
Simple Interest = Rs. 195

Now, since the man sold the watch on credit, he will gain this Simple Interest amount of Rs. 195.

Answer: D) gains Rs.30"
The cost of Brand V paper is proportional to the weight. If 12 ounces of Brand V paper cost $ 12, what is the cost of 16 ounces of Brand V paper?	"Rationale: Since the cost of Brand V paper is proportional to the weight, we can set up a proportion to find the cost of 16 ounces of Brand V paper.

Let x be the cost of 16 ounces of Brand V paper.
Using the given information:
12 ounces costs $12
16 ounces costs x

We can set up a proportion:
12/12 = 16/x

Cross multiplying, we get:
12x = 192
x = $16

Answer: B) $16"
Last year Joe grew 2 inch and Sally grew 200 percent more than Joe grew. How many inches did Sally grow last year?	"Rationale: 
If Joe grew 2 inches last year, then Sally grew 200% more than Joe, which is 200% of 2 inches. To find out how much this is in total, we calculate 200% of 2 inches:
200% of 2 = (200/100) * 2 = 4

Answer: 
Sally grew a total of 4 inches last year.

Therefore, the correct answer is:
Answer: E)4"
Akhil has twice as much money as Sohan and Sohan has 50% more money than what Pankaj has. If the average money with them is Rs 110, then Akhil has	"Rationale: Let's assume that Pankaj has x amount of money. So, Sohan has 1.5x amount of money and Akhil has 3x amount of money.

Given that the average money with them is Rs 110:
(x + 1.5x + 3x) / 3 = 110
(5.5x) / 3 = 110
5.5x = 330
x = Rs 60

Therefore, Akhil has:
3 * Rs 60 = Rs 180

Answer: D) Rs 180"
A password to a certain database consists of digits that cannot be repeated. If the password is known to consist of at least 8 digits and it takes 12 seconds to try one combination, what is the amount of time, in minutes, necessary to guarantee access to database?	"Rationale: The number of possible combinations for a password with digits that cannot be repeated can be calculated using the formula for permutations without repetition, which is n!. In this case, there are 8 digits in the password.

To guarantee access to the database, you would need to try all possible combinations. Therefore, the total time required would be the number of combinations multiplied by 12 seconds (time taken for one combination).

Answer: C) 8!

Explanation: 
- Number of possible combinations = 8! (8 factorial)
- Time taken to try one combination = 12 seconds
- Total time necessary to guarantee access = 8! * 12 seconds

Converting the total time from seconds to minutes:
Total time in minutes = (8! * 12) / 60
Total time in minutes = (40320 * 12) / 60
Total time in minutes = 483840 / 60
Total time in minutes = 8064

Therefore, the amount of time necessary to guarantee access to the database is given by option C) '8!'"
A single refined oil can contains 20% impurities. After double–refining, it contains 4% impurities. How much of double-refined oil can be obtained from 30 litres of single refined oil?	"Rationale: 
1. Let x be the amount of impurities in the single refined oil can.
2. Since the single refined oil can contains 20% impurities, we have:
   x = 0.20 * 30
   x = 6 litres of impurities in the single refined oil can.
3. After double-refining, it contains 4% impurities, so the remaining pure oil is (100% - 4%) = 96%.
4. Let y be the amount of double-refined oil obtained from 30 litres of single refined oil.
5. The amount of impurities in y litres of double-refined oil is:
   (6/30) * y = (1/5) * y
6. This should be equal to 4% of y:
   (4/100) * y = (1/25) * y
7. Setting these two expressions equal gives us:
   (1/5) * y = (1/25) * y
8. Solving for y gives us:
   y = (25/5)
Answer: A)24.0 litres"
In an election, 68% of the voters exercised their franchise. Of these, 48% were women. The number of males exercising their franchise was 53,040. How many eligible voters were there in total?	"Rationale: 
1. Let the total number of eligible voters be x.
2. Since 68% of the voters exercised their franchise, the number of voters who voted = 0.68x.
3. Of these, 48% were women, so the number of women who voted = 0.48 * 0.68x = 0.3264x.
4. The number of males who voted is given as 53,040.
5. Therefore, the total number of voters who voted (both men and women) = Number of women + Number of men
   => 0.3264x + 53040 = 0.68x
6. Solving this equation gives x = 77,941.

Answer: A)78741"
A man invests Rs. 128 and obtained Rs. 16. The interest obtained by him is:	"Rationale: The formula to calculate simple interest is: 
\( \text{Simple Interest} = \frac{Principal \times Rate \times Time}{100} \)

Given that the principal amount (P) = Rs. 128 and the interest obtained (I) = Rs. 16.

Substitute these values into the formula:
\( 16 = \frac{128 \times R \times T}{100} \)
\( 16 = 1.28R.T\)

Since we are not given the time period, let's assume it to be one year for simplicity.
Now, we can find the rate of interest:
\( R = \frac{16}{1.28} = 12.5\%\)

Answer: C)12.5 %"
Lindsay can paint 25% of a certain room in 20 minutes. What fraction of the same room can Joseph paint in 20 minutes if the two of them can paint the room in an hour, working together at their respective rates?	"Rationale: 
If Lindsay can paint 25% of the room in 20 minutes, it means she can paint the whole room in \( \frac{100}{25} \times 20 = 80 \) minutes. Let's denote Lindsay's painting rate as \( L \) and Joseph's painting rate as \( J \).

Given that Lindsay and Joseph together can paint the room in an hour (60 minutes), their combined rate is equal to the reciprocal of the time taken when working together:
\[ L + J = \frac{1}{60} \]

We already know Lindsay's individual rate:
\[ L = \frac{1}{80} \]

Now, let's find Joseph's individual rate by substituting Lindsay's rate into the equation for their combined rate:
\[ \frac{1}{80} + J = \frac{1}{60} \\
J = \frac{1}{60} -\frac{1}{80}\\
J=0.0167\text { or } 1.67\%\]

Answer: A)3 %"
