question	answers
A 5 liter mixture of water and sugar is 50% sugar. If 1 liter of water is added, approximately what is the % of the new mixture of sugar?	"Given:
- Initial mixture: 5 liters, 50% sugar
- After adding 1 liter of water

Let's calculate the initial amount of sugar in the mixture:
Initial sugar content = 50% of 5 liters = (50/100) * 5 = 2.5 liters

After adding 1 liter of water, the total volume becomes:
Total volume = Initial volume + Volume added = 5 + 1 = 6 liters

Since only water was added, the amount of sugar remains at 2.5 liters.

Now, let's find the percentage of sugar in the new mixture:
Percentage of sugar in new mixture = (Amount of sugar / Total volume) * 100
= (2.5 / 6) *100
≈41.67%

Therefore, approximately, the % of the new mixture that is sugar is around A)40%. 

Answer: A)40%"
In a very big class, 40% of the students enrolled for Math and 70% enrolled for Economics. If 15% of the students enrolled for both Math and Economics, what % of the students of the class did not enroll for either of the two subjects?	"Let's solve the question step by step:

Let:
- Total number of students in the class be represented as T
- Number of students enrolled for Math be represented as M
- Number of students enrolled for Economics be represented as E

Given:
- 40% of the students enrolled for Math, which means M = 0.4T
- 70% of the students enrolled for Economics, which means E = 0.7T
- 15% of the students enrolled for both Math and Economics, which means (M ∩ E) = 0.15T

We can use the principle of inclusion-exclusion to find out how many students are enrolled in either Math or Economics or both subjects:
Total number of students enrolled in either subject = M + E - (M ∩ E)
Total number of students enrolled in either subject = 0.4T + 0.7T - 0.15T
Total number of students enrolled in either subject = 1.05T - 0.15T
Total number of students enrolled in either subject = 0.9T

Now, we need to find out what percentage did not enroll for either subject:
Number of students who did not enroll for either subject ="
A fisherman's day is rated as good if he catches 9 fishes, fair if he catches 7 fishes and poor if he catches 5 fishes. The fisherman catches 53 fishes in a week that includes good, fair and poor days. How many good days the fisherman had during the week?	"Let's denote the number of good, fair, and poor days as G, F, and P respectively.

From the given information:
1. G + F + P = total number of days in a week = 7
2. 9G + 7F + 5P = total number of fishes caught in a week = 53

We need to find the value of G (number of good days).

Now we can solve these two equations simultaneously to find the value of G.

From equation 1: 
G = 7 - F - P

Substitute this into equation 2:
9(7 - F - P) + 7F + 5P = 53
63 - 9F - 9P + 7F + 5P =53
-2F -4P= -10
2F+4P=10
F+2P=5

Since there are only whole numbers for good, fair, and poor days, let's try possible values for F and then calculate corresponding values for P:

If we take F =1,
1+2*P=5 => P=2 which is not valid as it doesn't satisfy the first equation.
If we take F=3"
Some students arranged picnic. The budget was Rs. 240. Because four students of the group failed to go, the cost to each student was increased by Rs.5. How many students went for the picnic?	"Let's denote the original cost per student as x. Since the budget was Rs. 240 and initially there were n students, we have:

Original total cost = x * n

After four students failed to go, the new total cost is (x + 5) * (n - 4), which equals the original budget of Rs. 240:

x * n = (x + 5) * (n - 4)

Expanding this equation gives us:

xn = xn - 4x + 5n - 20

Rearranging terms gives us:

4x = 5n - 20

Now, we know that the total budget was Rs. 240, so:

x * n = Rs.240

Substitute this into our previous equation to get a relationship between x and n:

Rs.240 = xn
Rs.240 = nx
Rs.240 = (5n - 20)n
Rs.240 = 5n^2 -20n
5n^2 -20n- Rs.240=0 

Now solve for 'n' using quadratic formula:
\( n=\frac{-(-20)\pm \sqrt{(-20)^2-4*5*(-Rs.\:240"
A family of 2 parents and 2 children is waiting in line to order at a fast-food restaurant. Joey, the younger child, has a tendency to cause mischief when he is not watched carefully. Because of this, the father wants to keep Joey ahead of him in line at all times. How many different ways can the family arrange themselves in line, such that the father is able to watch Joey?	"To solve this problem, we can consider the positions of Joey and the father in line.

1. If we fix Joey's position in front of the father:
   - There are 2! = 2 ways to arrange the parents.
   - There are 2! = 2 ways to arrange the children.
   So, there are a total of 2 * 2 = 4 ways for this case.

2. If we fix Joey's position behind the father:
   - There is only one way to arrange the parents (father must be ahead).
   - There is only one way to arrange the children (Joey must be behind).
   So, there is a total of 1 * 1 = 1 way for this case.

Therefore, in total, there are 4 + 1 = 5 different ways that satisfy the condition where the father can always watch Joey while waiting in line at all times.

Answer: A)6"
A certain straight corridor has four doors, A, B, C and D (in that order) leading off from the same side. How far apart are doors B and C? The distance between doors B and D is 10 meters. The distance between A and C is 12 meters.	"To find the distance between doors B and C, we can use the information given about the distances between doors.

Let's denote the distance between doors A and B as x meters. Then, the distance between doors B and D is 10 meters, so the total distance from A to D is x + 10 meters.

Similarly, if we denote the distance between doors C and D as y meters, then the total distance from A to D is 12 meters.

Therefore, we have:
Distance from A to D = Distance from A to B + Distance from B to D
x + 10 = 12

Solving for x:
x = 12 - 10
x = 2

Now that we know that the distance between doors A and B is 2 meters, we can find the total distance from door A to C:
Distance from A to C = Distance from A to B + Distance from B to C
Distance from A to C = 2 + y

Given that the total distance from door A to C is 12 meters:
2 + y = 12

Solving for y:
y = 12 - 2
y = 10

Therefore, the distance between doors B and C (which is represented by y"
You are buying pumpkins at a local farmer's market and are paying for the pumpkins by weight. Your container weighs 30 pounds. The pumpkins plus the container weighs 90 pounds. If you bought 10 pumpkins, how much was the average weight of your pumpkins?	"Given:
- Container weight = 30 pounds
- Total weight of pumpkins + container = 90 pounds
- Number of pumpkins bought = 10

Let x be the average weight of each pumpkin.

Total weight of pumpkins = Number of pumpkins * Average weight of each pumpkin
Total weight of pumpkins = 10x

According to the given information:
Total weight including container = Total weight of pumpkins + Container weight
90 = 10x + 30

Now, solve for x:
10x + 30 = 90
10x = 60
x = 6

Therefore, the average weight of each pumpkin is 6 pounds.

Answer: D)6 pounds"
Preston's Health Foods makes a mixed nut blend that contains 26% cashews. Simon, one of the workers at the plant, has 9 kilograms of nuts that are 30% cashews. He also has a large supply of mixed nuts that contain 22% cashews. How many kilograms of the 22% cashew mix does Simon need to add to the 30% cashew mix to obtain a mix that is 26% cashews?	"Let's denote the amount of 22% cashew mix Simon needs to add as x kilograms.

We can set up an equation based on the cashew content in the final mix:

0.22x + 0.30(9) = 0.26(9 + x)
0.22x + 2.7 = 2.34 + 0.26x
2.7 - 2.34 = 0.26x - 0.22x
0.36 = 0.04x
x = 9

Therefore, Simon needs to add 9 kilograms of the 22% cashew mix to obtain a mix that is 26% cashews.

Answer: C)09kg"
A builder has to pour a concrete slab 12 centimeters thick to cover an area 10 meters long and 2 meters wide. How many cubic meters of concrete will the builder need?	"Given:
Length of the slab = 10 meters
Width of the slab = 2 meters
Thickness of the slab = 12 centimeters = 0.12 meters

To find the volume of concrete needed, we need to calculate the volume of the rectangular prism which is given by:
Volume = Length x Width x Height

Converting all measurements to meters:
Volume = 10m x 2m x 0.12m
Volume = 2m³

Therefore, the builder will need 2 cubic meters of concrete.

Answer: B) 2.4 cubic meter"
A man buys a watch for Rs. 1950 in cash and sells it for Rs. 2200 on credit of 1 year. If the rate of interest is 10% per annum, the man:	"Given:
Cost price of the watch = Rs. 1950
Selling price of the watch = Rs. 2200
Rate of interest = 10%
Time = 1 year

Let's calculate the simple interest first:
Simple Interest (SI) = (Principal * Rate * Time) / 100
SI = (1950 * 10 * 1) / 100
SI = 195

Now, we need to determine if the man gains or loses and by how much:
If SI is positive, then he gains; if it is negative, then he loses.
Gain/Loss = Selling Price - Cost Price + SI
Gain/Loss = 2200 - 1950 + 195
Gain/Loss = Rs.50

Therefore, 
Answer: B) gains Rs.50"
The cost of Brand V paper is proportional to the weight. If 12 ounces of Brand V paper cost $ 12, what is the cost of 16 ounces of Brand V paper?	"To find the cost of 16 ounces of Brand V paper, we can set up a proportion based on the given information:

Cost of 12 ounces / Weight of 12 ounces = Cost of 16 ounces / Weight of 16 ounces

$12 / 12 oz = Cost / 16 oz

Solving for the cost:
Cost = ($12 / 12 oz) * 16 oz
Cost = $1 * 16
Cost = $16

Therefore, the cost of 16 ounces of Brand V paper is $16.

Answer: B)$16"
